"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","의자수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","침대수","다중이용업소여부",
"100","이용업","05_19_01_P","5530000","5770000-203-2024-00010","2024-07-11","","01","영업/정상","01","영업","","","","","","41.00","","경기도 화성시 동탄구 반송동  47-9","경기도 화성시 동탄구 동탄공원로3길 36-13, 1층 일부(102)호 (반송동)","","테디바버샵(Teddy barbershop)","2024-07-11 15:59:12","I","2026-02-04 01:35:23","일반이용업","205453.655121918","411770.037043957","일반이용업","0","0","1","1","0","0","0","","","","","0","0","0","N",
"101","이용업","05_19_01_P","5530000","5770000-203-2021-00008","2021-06-18","","01","영업/정상","01","영업","","","","","","38.47","","경기도 화성시 동탄구 송동  726-1 라크몽 2층 W214호","경기도 화성시 동탄구 동탄대로5길 21, 라크몽 2층 W214호 (송동)","","그루비 맨즈헤어","2022-08-22 14:27:47","I","2026-02-04 01:35:23","일반이용업","209267.831935403","407233.52541514","일반이용업","1","0","0","0","0","0","3","","","","","0","0","0","N",
"102","이용업","05_19_01_P","5530000","5740000-203-2024-00005","2024-04-15","","01","영업/정상","01","영업","","","","","0313547990","27.20","","경기도 화성시 만세구 향남읍 하길리 1457-2","경기도 화성시 만세구 향남읍 한절이길 13, 102호","","세이브더맨 바버샵","2024-04-15 16:16:36","I","2026-02-04 01:35:23","일반이용업","192430.214","401727.534","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"103","이용업","05_19_01_P","5530000","5750000-203-1989-00003","1989-01-03","","01","영업/정상","01","영업","","","","","031 3766805","5.00","","경기도 화성시 효행구 정남면 덕절리 31-1","경기도 화성시 효행구 정남면 발안로 1167","","모범이용원","2025-11-20 13:33:02","I","2026-02-04 01:35:23","일반이용업","202492.691776532","403612.741557076","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"104","이용업","05_19_01_P","5530000","5760000-203-2003-00015","2003-09-04","","03","폐업","02","폐업","2006-06-12","","","","031 2043933","80.05","","경기도 화성시 병점구 반월동  91-7","","","연흥이용원","2004-06-28 00:00:00","I","2026-02-04 01:35:23","일반이용업","205757.166192383","414475.656231317","일반이용업","3","0","2","2","0","0","8","","","","임대","0","0","0","N",
"105","이용업","05_19_01_P","5530000","5740000-203-2003-00016","2003-10-07","","03","폐업","02","폐업","2006-07-13","","","","031 358 3334","23.00","","경기도 화성시 만세구 우정읍 조암리 270-21","","","중앙이발관","2006-07-18 00:00:00","I","2026-02-04 01:35:23","일반이용업","183845.13969436","398034.609502793","일반이용업","1","0","1","1","0","0","3","","","","임대","0","0","0","N",
"106","이용업","05_19_01_P","5530000","5740000-203-2003-00017","2003-05-16","","03","폐업","02","폐업","2021-11-15","","","","031 3544423","168.00","","경기도 화성시 만세구 향남읍 평리 30-21","경기도 화성시 만세구 향남읍 3.1만세로 1128","","발리이발관","2021-11-15 13:44:09","I","2026-02-04 01:35:23","일반이용업","191956.212272129","403555.954600925","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"107","이용업","05_19_01_P","5530000","5740000-203-2003-00019","2003-10-10","","01","영업/정상","01","영업","","","","","031 3541433","277.00","","경기도 화성시 만세구 향남읍 평리 40","경기도 화성시 만세구 향남읍 삼천병마로 238","","신세계이발관","2020-10-16 13:43:36","I","2026-02-04 01:35:23","일반이용업","192069.971968598","403595.250835783","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"108","이용업","05_19_01_P","5530000","5740000-203-2003-00020","2003-05-16","","03","폐업","02","폐업","2025-02-14","","","","031 3530474","25.20","","경기도 화성시 만세구 향남읍 평리 85-1","경기도 화성시 만세구 향남읍 평1길 14","","중앙이발관","2025-02-14 10:51:15","I","2026-02-04 01:35:23","일반이용업","191879.331559021","403437.357178271","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"109","이용업","05_19_01_P","5530000","5740000-203-2003-00021","2003-05-16","","01","영업/정상","01","영업","","","","","031 3531383","19.00","","경기도 화성시 만세구 향남읍 118-15","경기도 화성시 만세구 향남읍 평6길 60","","제일이발관","2011-10-30 13:40:54","I","2026-02-04 01:35:23","일반이용업","191749.588446814","403291.603465692","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"110","이용업","05_19_01_P","5530000","5740000-203-2003-00022","2003-05-16","","03","폐업","02","폐업","2010-01-19","","","","031 3539484","19.00","","경기도 화성시 만세구 향남읍 평리 131-1","","","고향이발관","2003-10-10 00:00:00","I","2026-02-04 01:35:23","일반이용업","191824.716893473","403166.751551279","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"111","이용업","05_19_01_P","5530000","5740000-203-2003-00023","2003-05-22","","01","영업/정상","01","영업","","","","","3520274","23.00","","경기도 화성시 만세구 향남읍 발안리 118-1","경기도 화성시 만세구 향남읍 발안서로42번길 13","","풍년이발관","2009-05-07 11:32:23","I","2026-02-04 01:35:23","일반이용업","191563.740964034","403314.004255561","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"112","이용업","05_19_01_P","5530000","5750000-203-2011-00001","2011-05-30","","03","폐업","02","폐업","2011-06-13","","","","0312265170","24.00","","경기도 화성시 효행구 봉담읍 와우리 69-4 3층","","","행운","2011-05-30 17:05:21","I","2026-02-04 01:35:23","일반이용업","197868.905326843","412603.677573739","일반이용업","4","1","0","0","3","0","3","","","","","0","0","0","N",
"113","이용업","05_19_01_P","5530000","5760000-203-2011-00002","2011-07-19","","03","폐업","02","폐업","2016-05-09","","","","031 273 2853","48.26","","경기도 화성시 병점구 반월동  869 (현대프라자 120호)","경기도 화성시 병점구 영통로 59 (반월동,(현대프라자 120호))","","시저스맨","2016-05-10 14:59:55","I","2026-02-04 01:35:23","일반이용업","205426.413013658","414794.002351414","일반이용업","4","1","1","1","0","0","3","","","","임대","0","0","0","N",
"114","이용업","05_19_01_P","5530000","5750000-203-2011-00003","2011-08-23","","01","영업/정상","01","영업","","","","","","27.54","","경기도 화성시 효행구 정남면 괘랑리 1049-17 (1층 일부)","경기도 화성시 효행구 정남면 만년로 545-1 ((1층 일부))","","동네 이발관","2011-08-23 11:57:14","I","2026-02-04 01:35:23","일반이용업","198431.349950611","407550.252308726","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"115","이용업","05_19_01_P","5530000","5750000-203-2008-00005","2008-09-09","","03","폐업","02","폐업","2012-10-18","","","","","16.50","","경기도 화성시 효행구 봉담읍 동화리 599-2 택지지구 B-6 이원타워 9층 1호","경기도 화성시 효행구 봉담읍 동화길 85, 1호 (택지지구 B-6 이원타워 9층)","","봉담알카리","2011-10-12 13:24:48","I","2026-02-04 01:35:23","일반이용업","196231.171787667","412784.008032726","일반이용업","0","0","9","9","0","0","3","","","","","0","0","0","N",
"116","이용업","05_19_01_P","5530000","5740000-203-2011-00004","2011-11-10","","03","폐업","02","폐업","2015-10-21","","","","031 357 1096","20.00","","경기도 화성시 만세구 송산면 630-10","경기도 화성시 만세구 송산면 송산동로 6-23 (1층)","","아라컷트","2011-11-10 11:41:24","I","2026-02-04 01:35:23","일반이용업","176559.150593822","412563.158965151","일반이용업","3","0","1","1","0","0","2","","","","","0","0","0","N",
"117","이용업","05_19_01_P","5530000","5760000-203-2012-00001","2012-01-13","","03","폐업","02","폐업","2012-05-15","","","","031 232 0627","9.90","","경기도 화성시 병점구 진안동  524-1 (지하1층)","경기도 화성시 병점구 병점로 37-6 (진안동, 524-1번지 지하1층)","","불한증막사우나","2012-01-13 11:20:34","I","2026-02-04 01:35:23","일반이용업","203335.142133784","412121.312831616","일반이용업","0","0","0","0","1","1","3","","","","","0","0","0","N",
"118","이용업","05_19_01_P","5530000","5750000-203-2003-00038","2003-05-13","","03","폐업","02","폐업","2014-12-29","","","","031 2359561","13.50","","경기도 화성시 효행구 기안동  354-1","경기도 화성시 효행구 효행로265번길 15 (기안동)","","고향 이발관","2012-05-15 09:29:24","I","2026-02-04 01:35:23","일반이용업","197551.680113049","413697.434198161","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"119","이용업","05_19_01_P","5530000","5740000-203-2012-00003","2012-05-18","","03","폐업","02","폐업","2013-05-20","","","","031 351 1065","4.80","","경기도 화성시 만세구 우정읍 조암리 270-52 용궁목욕탕내","경기도 화성시 만세구 우정읍 3.1만세로 45-4 (우정읍 조암리 270-52 용궁목욕탕내)","","용궁목욕탕","2012-05-18 16:14:15","I","2026-02-04 01:35:23","일반이용업","183842.505768469","397944.662007283","일반이용업","3","0","1","1","0","0","1","","","","임대","0","0","0","N",
"120","이용업","05_19_01_P","5530000","5740000-203-2012-00004","2012-05-24","","03","폐업","02","폐업","2015-06-23","","","","031 226 5000","6.60","","경기도 화성시 만세구 팔탄면 월문리 235-14 월문온천 2층","경기도 화성시 만세구 팔탄면 버들로1597번길 5 (월문온천내 2층)","","월문 이용원","2012-12-27 15:20:37","I","2026-02-04 01:35:23","일반이용업","188968.733756172","401440.129078179","일반이용업","2","0","2","0","0","0","2","","","","","0","0","0","N",
"121","이용업","05_19_01_P","5530000","5760000-203-2012-00005","2012-06-08","","03","폐업","02","폐업","2022-09-13","","","","","10.00","","경기도 화성시 병점구 진안동  524-1 (지하1층 사우나 내)","경기도 화성시 병점구 병점로 37-6 (진안동, 524-1 (지하1층 사우나 내))","","병점 불가마 사우나 이용실","2022-09-13 09:55:47","I","2026-02-04 01:35:23","일반이용업","203335.142133784","412121.312831616","일반이용업","0","0","0","0","1","1","3","","","","","0","0","0","N",
"122","이용업","05_19_01_P","5530000","5750000-203-2012-00006","2012-10-26","","03","폐업","02","폐업","2017-11-21","","","","","16.50","","경기도 화성시 효행구 봉담읍 동화리 599-2 (9층)","경기도 화성시 효행구 봉담읍 동화길 85 (동화리 599-2 9층)","","봉담알카리사우나","2017-11-21 15:16:24","I","2026-02-04 01:35:23","일반이용업","196231.171787667","412784.008032726","일반이용업","0","0","9","9","0","0","3","","","","","0","0","0","N",
"123","이용업","05_19_01_P","5530000","5740000-203-2005-00008","2005-06-20","","01","영업/정상","01","영업","","","","","031 3539355","26.25","","경기도 화성시 만세구 양감면 대양리 396-34","경기도 화성시 만세구 양감면 은행나무로 282","","양감이발관","2025-11-20 10:49:49","I","2026-02-04 01:35:23","일반이용업","194983.721300981","397980.987569353","일반이용업","2","0","1","1","0","0","3","공중위생법 제17조 제2항의 규정에 의거 6개월이내 교육필","20050620","20051220","임대","0","0","0","N",
"124","이용업","05_19_01_P","5530000","5770000-203-2012-00007","2012-11-16","","01","영업/정상","01","영업","","","","","031 613 7971","33.05","","경기도 화성시 동탄구 반송동  23-6 (1층)","경기도 화성시 동탄구 동탄반송3길 36-18 (반송동, (1층))","","컬러하우스","2019-10-30 19:23:22","I","2026-02-04 01:35:23","일반이용업","205847.720470143","411920.179237497","일반이용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"125","이용업","05_19_01_P","5530000","5740000-203-2012-00008","2012-12-27","","03","폐업","02","폐업","2013-04-23","","","","","10.00","","경기도 화성시 만세구 향남읍 행정리 472-2","","","힐링스파 사우나","2012-12-27 15:22:09","I","2026-02-04 01:35:23","일반이용업","193094.104384962","403473.835917333","일반이용업","0","0","5","5","0","0","2","","","","","0","0","0","N",
"126","이용업","05_19_01_P","5530000","5770000-203-2023-00012","2023-12-28","","01","영업/정상","01","영업","","","","","","38.40","","경기도 화성시 동탄구 반송동  50-14 1층 일부","경기도 화성시 동탄구 동탄공원로2길 27-12, 1층 일부 (반송동)","","BnB 바버샵 (비앤비)","2023-12-28 11:14:26","I","2026-02-04 01:35:23","일반이용업","205414.921901947","411666.704171799","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"127","이용업","05_19_01_P","5530000","5760000-203-1998-00009","1998-07-27","","01","영업/정상","01","영업","","","","","031 2056835","43.40","","경기도 화성시 병점구 반월동  66-9 명성프라자 1층 106호","경기도 화성시 병점구 영통로26번길 15, 명성프라자 1층 106호 (반월동)","","이발하는곳에","2022-09-15 10:04:06","I","2026-02-04 01:35:23","일반이용업","205725.796238038","414687.371895768","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"128","이용업","05_19_01_P","5530000","5770000-203-2024-00012","2024-11-25","","01","영업/정상","01","영업","","","","","","35.60","","경기도 화성시 동탄구 반송동  128-24","경기도 화성시 동탄구 노작로3길 28, 1층 일부(101)호 (반송동)","","레드폴바버샵 동탄점","2024-11-25 13:26:30","I","2026-02-04 01:35:23","일반이용업","206893.077353909","410470.213490356","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"129","이용업","05_19_01_P","5530000","5740000-203-2025-00004","2025-05-21","","01","영업/정상","01","영업","","","","","","30.60","","경기도 화성시 만세구 새솔동 52-5 1층 일부호(103호)","경기도 화성시 만세구 꽃내음2길 56-9, 1층 일부호(103호) (새솔동)","","턱슬리 바버샵","2025-05-21 17:01:25","I","2026-02-04 01:35:23","일반이용업","183594.338407258","420409.881714221","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"130","이용업","05_19_01_P","5530000","5740000-203-2014-00008","2014-11-13","","03","폐업","02","폐업","2018-06-29","","","","","28.53","","경기도 화성시 만세구 향남읍 행정리 465 가상가동 203호","경기도 화성시 만세구 향남읍 행정남로 99-18, 가상가동 203호","","한우물 남성컷 전문점","2018-06-29 17:08:30","I","2026-02-04 01:35:23","일반이용업","192684.324442165","402488.59845763","일반이용업","0","0","2","2","0","0","2","","","","","0","0","0","N",
"131","이용업","05_19_01_P","5530000","5740000-203-2010-00002","2010-03-03","","03","폐업","02","폐업","2020-11-03","","","","","18.00","","경기도 화성시 만세구 장안면 석포리 338-1","경기도 화성시 만세구 장안면 석포로 13","","석포이용원","2020-11-03 13:55:09","I","2026-02-04 01:35:23","일반이용업","185891.483295548","403340.57369067","일반이용업","1","0","0","0","0","0","2","","","","임대","0","0","0","N",
"132","이용업","05_19_01_P","5530000","5760000-203-2014-00007","2014-10-02","","03","폐업","02","폐업","2015-05-07","","","","031 238 6636","46.20","","경기도 화성시 병점구 반월동  717-1 외 1필지 반월동신풍프라자 105호","경기도 화성시 병점구 동탄지성로 320, 105호 (반월동, 반월동신풍프라자)","","아임헤어","2014-10-02 17:45:28","I","2026-02-04 01:35:23","일반이용업","204469.738766218","413353.778043464","일반이용업","0","0","1","1","0","0","4","","","","임대","0","0","0","N",
"133","이용업","05_19_01_P","5530000","5740000-203-2016-00011","2016-12-05","","01","영업/정상","01","영업","","","","","","45.44","","경기도 화성시 만세구 향남읍 하길리 1471-4","경기도 화성시 만세구 향남읍 상신하길로298번길 11, 지비앤티 타워 1동 1층 104호","","헬로우컷(HELLOCUT)","2020-01-09 15:13:35","I","2026-02-04 01:35:23","일반이용업","192021.935432356","401449.210279128","일반이용업","0","0","1","1","0","0","4","","","","","0","0","0","N",
"134","이용업","05_19_01_P","5530000","5770000-203-2020-00001","2020-03-10","","01","영업/정상","01","영업","","","","","","51.84","","경기도 화성시 동탄구 청계동  536 시범 반도유보라 아이비파크4.0","경기도 화성시 동탄구 동탄대로시범길 134, 판매시설동 지하1층 0058호 (청계동, 시범 반도유보라 아이비파크4.0)","","청춘이발소","2020-03-10 15:47:51","I","2026-02-04 01:35:23","일반이용업","210075.319585403","410817.645865226","일반이용업","0","0","0","0","1","1","2","","","","","0","0","0","N",
"135","이용업","05_19_01_P","5530000","5750000-203-2025-00006","2025-11-10","","01","영업/정상","01","영업","","","","","","27.54","","경기도 화성시 효행구 봉담읍 상리 21-19 한신아파트 상가동 207호","경기도 화성시 효행구 봉담읍 샘마을길 26, 한신아파트 상가동 207호","","오늘컷트&맨","2025-11-10 09:49:10","I","2026-02-04 01:35:23","일반이용업","195492.800448556","412895.934792781","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"136","이용업","05_19_01_P","5530000","5770000-203-2022-00008","2022-09-26","","03","폐업","02","폐업","2022-11-24","","","","","34.57","","경기도 화성시 동탄구 오산동  967-107 동탄역 푸르지오시티 1층 119호","경기도 화성시 동탄구 동탄대로 551-16, 동탄역 푸르지오시티 1층 119호 (오산동)","","레드폴바버샵 동탄역점","2022-11-24 14:44:07","I","2026-02-04 01:35:23","일반이용업","208514.644009169","411283.997984809","일반이용업","0","0","1","1","0","0","3","","","","","0","0","1","N",
"137","이용업","05_19_01_P","5530000","5740000-203-2022-00004","2022-04-20","","01","영업/정상","01","영업","","","","","","30.23","","경기도 화성시 만세구 남양읍 남양리 658-4 1층 일부","경기도 화성시 만세구 남양읍 남양시장로42번길 7-7, 1층 일부","","행복이발관","2022-04-20 11:10:49","I","2026-02-04 01:35:23","일반이용업","183496.897701427","411850.699889414","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"138","이용업","05_19_01_P","5530000","5740000-203-2022-00002","2022-01-17","","01","영업/정상","01","영업","","","","","","55.44","","경기도 화성시 만세구 향남읍 행정리 459-2 1층 일부호","경기도 화성시 만세구 향남읍 행정서로1길 14, 1층 일부호","","참존남성컷트","2022-01-17 14:39:52","I","2026-02-04 01:35:23","일반이용업","192334.043600797","402668.464744729","일반이용업","0","0","1","1","0","0","4","","","","","0","0","0","N",
"139","이용업","05_19_01_P","5530000","5740000-203-2021-00013","2021-11-18","","03","폐업","02","폐업","2024-12-10","","","","","12.60","","경기도 화성시 만세구 장안면 수촌리 24-2 지하1층 일부호","경기도 화성시 만세구 장안면 황골길 56-4, 지하1층 일부호","","온천이용실","2024-12-10 10:42:37","I","2026-02-04 01:35:23","일반이용업","188098.296167502","399066.93426623","일반이용업","0","0","0","0","1","1","3","","","","","0","0","0","N",
"140","이용업","05_19_01_P","5530000","5770000-203-2025-00002","2025-04-22","","01","영업/정상","01","영업","","","","","","31.60","","경기도 화성시 동탄구 영천동  823-6 금강펜테리움 IX타워","경기도 화성시 동탄구 동탄첨단산업1로 27, 금강펜테리움 IX타워 근린생활시설 1층 M69호 (영천동)","","킹스맨","2025-04-22 14:57:25","I","2026-02-04 01:35:23","일반이용업","207902.474796614","412102.059482355","일반이용업","0","0","1","1","0","0","2","","","","","0","0","0","N",
"141","이용업","05_19_01_P","5530000","5770000-203-2026-00001","2026-01-02","","01","영업/정상","01","영업","","","","","","31.16","","경기도 화성시 동탄구 반송동  69-12","경기도 화성시 동탄구 동탄공원로1길 8-3, 1층 일부(101호)호 (반송동)","","블릭맨바버샵 BLICK MAN BARBERSHOP","2026-01-02 14:26:16","I","2026-02-04 01:35:23","일반이용업","205261.032891945","411127.161003783","일반이용업","0","0","1","1","0","0","0","","","","","0","0","0","N",
"142","이용업","05_19_01_P","5530000","5750000-203-2010-00009","2010-08-16","","03","폐업","02","폐업","2014-08-18","","","","","27.60","","경기도 화성시 효행구 기안동  897 (신미주상가 109호)","경기도 화성시 효행구 융건로 91 (기안동,(신미주상가 109호))","","배양이용원","2010-08-16 10:12:13","I","2026-02-04 01:35:23","일반이용업","198911.780968343","413071.146531686","일반이용업","0","0","1","1","0","0","3","","","","임대","0","0","0","N",
"143","이용업","05_19_01_P","5530000","5740000-203-2004-00012","2004-09-13","","03","폐업","02","폐업","2023-03-15","","","","","32.10","","경기도 화성시 만세구 향남읍 행정리 470 향남시범복사꽃마을상가 105호","경기도 화성시 만세구 향남읍 행정동로 101-1, 향남시범복사꽃마을상가동 105호","","향남이용원","2023-03-15 11:45:12","I","2026-02-04 01:35:23","일반이용업","193319.019148694","403579.954236423","일반이용업","2","0","1","1","0","0","3","","","","임대","0","0","0","N",
"144","이용업","05_19_01_P","5530000","5750000-203-1998-00008","1998-05-12","","01","영업/정상","01","영업","","","","","","33.48","","경기도 화성시 효행구 봉담읍 동화리 425-24","경기도 화성시 효행구 봉담읍 진등1길 66","","화성이용원","2019-01-25 10:10:35","I","2026-02-04 01:35:23","일반이용업","195473.929669679","413245.083357261","일반이용업","0","0","0","0","0","0","3","","","","","0","0","0","N",
"145","이용업","05_19_01_P","5530000","5740000-203-2010-00010","2010-11-22","","01","영업/정상","01","영업","","","","","031 356 2500","65.49","","경기도 화성시 만세구 남양읍 남양리 1169-3","경기도 화성시 만세구 남양읍 남양시장로66번길 10-8 (남양동)","","우리이발","2010-11-22 15:42:01","I","2026-02-04 01:35:23","일반이용업","183595.564076338","411823.953968798","일반이용업","3","0","2","2","0","0","2","","","","임대","0","0","0","N",
"146","이용업","05_19_01_P","5530000","5740000-203-2010-00011","2010-12-07","","03","폐업","02","폐업","2018-08-13","","","","","49.50","","경기도 화성시 만세구 향남읍 발안리 152-12 외 2필지 동양빌딩 3층","경기도 화성시 만세구 향남읍 3.1만세로 1019 (외 2필지 동양빌딩 3층)","","헤어센스","2018-08-13 17:27:55","I","2026-02-04 01:35:23","일반이용업","191216.701774931","402869.591133857","일반이용업","3","1","3","3","0","0","4","","","","임대","0","0","0","N",
"147","이용업","05_19_01_P","5530000","5740000-203-2016-00006","2016-08-29","","01","영업/정상","01","영업","","","","","","43.20","","경기도 화성시 만세구 향남읍 평리 172","경기도 화성시 만세구 향남읍 삼천병마로 173-3, 이샵플러스 1층 102호","","천연머리염색방(발안점)","2021-05-28 09:45:38","I","2026-02-04 01:35:23","일반이용업","191788.722731014","403006.211257548","일반이용업","0","0","1","0","0","0","2","","","","","0","0","0","N",
"148","이용업","05_19_01_P","5530000","5740000-203-2016-00007","2016-09-06","","03","폐업","02","폐업","2016-11-15","","","","","61.50","","경기도 화성시 만세구 향남읍 발안리 65-2 1층 일부","경기도 화성시 만세구 향남읍 발안남로 35 (1층 일부)","","Double","2016-09-06 11:42:36","I","2026-02-04 01:35:23","일반이용업","191260.056209606","403340.068508228","일반이용업","0","0","1","1","0","0","3","","","","","0","0","0","N",
"149","이용업","05_19_01_P","5530000","5740000-203-2016-00008","2016-09-26","","03","폐업","02","폐업","2023-01-03","","","","","31.20","","경기도 화성시 만세구 마도면 쌍송리 662 나동 101호","경기도 화성시 만세구 마도면 마도공단로1길 8 (나동 101호)","","맨투맨","2023-01-03 13:02:21","I","2026-02-04 01:35:23","일반이용업","181324.988086745","409385.427774213","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"150","이용업","05_19_01_P","5530000","5750000-203-2005-00018","2005-11-09","","03","폐업","02","폐업","2006-06-20","","","","","13.00","","경기도 화성시 효행구 봉담읍 와우리 79-5","","","장수탕 이용원","2007-01-22 00:00:00","I","2026-02-04 01:35:23","일반이용업","197738.776797553","412717.696132537","일반이용업","4","1","2","2","0","0","2","","","","임대","0","0","0","N",
"151","이용업","05_19_01_P","5530000","5750000-203-1990-00001","1990-11-17","","03","폐업","02","폐업","2006-09-20","","","","","0.00","","경기도 화성시 효행구 비봉면 양노리 264-2","","","현대이용원","2006-09-21 00:00:00","I","2026-02-04 01:35:23","일반이용업","188673.333703174","414972.517978992","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"152","이용업","05_19_01_P","5530000","5740000-203-2005-00013","2005-08-19","","03","폐업","02","폐업","2011-09-28","","","","031 3575045","8.68","","경기도 화성시 만세구 남양읍 남양리 1373-8","","","스카이(사)이발","2005-08-19 00:00:00","I","2026-02-04 01:35:23","일반이용업","184420.160036121","412393.434884135","일반이용업","0","0","0","0","0","0","0","","","","","0","0","0","N",
"153","이용업","05_19_01_P","5530000","5740000-203-1999-00003","1999-05-31","","01","영업/정상","01","영업","","","","","","4.00","","경기도 화성시 만세구 우정읍 화수리 847-1","","","화수이발관","2005-11-01 00:00:00","I","2026-02-04 01:35:23","일반이용업","182179.524755816","400767.600740759","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
"154","이용업","05_19_01_P","5530000","5740000-203-2005-00014","2005-08-26","","01","영업/정상","01","영업","","","","","","16.50","","경기도 화성시 만세구 향남읍 상신리 625-4 현대하이츠빌라","경기도 화성시 만세구 향남읍 검정골1길 21-4, 가동 1층 101호 (현대하이츠빌라)","","동호이발관","2025-11-20 10:59:33","I","2026-02-04 01:35:23","일반이용업","191414.620822371","399780.452717108","일반이용업","3","0","1","1","0","0","2","","","","임대","0","0","0","N",
"155","이용업","05_19_01_P","5530000","5760000-203-2005-00016","2005-10-04","","03","폐업","02","폐업","2018-10-17","","","","2386297","0.00","","경기도 화성시 병점구 송산동  98-2 효일목화아파트 상가 B01호","","","신태양이발관","2018-10-19 09:10:02","I","2026-02-04 01:35:23","일반이용업","201567.922550082","411598.938610662","일반이용업","0","0","0","0","0","0","6","","","","","0","0","0","N",
"156","이용업","05_19_01_P","5530000","5740000-203-2003-00049","2003-07-08","","03","폐업","02","폐업","2011-05-16","","","","","24.00","","경기도 화성시 만세구 장안면 장안리 772-1","","","장안이발관","2009-05-07 11:24:28","I","2026-02-04 01:35:23","일반이용업","186937.48448211","393241.995783438","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"157","이용업","05_19_01_P","5530000","5760000-203-2005-00004","2005-06-10","","03","폐업","02","폐업","2005-06-10","","","","","0.00","","경기도 화성시 병점구 진안동  525-14","","","병점(사)이발","2005-06-10 00:00:00","I","2026-02-04 01:35:23","일반이용업","202893.721053483","411863.656170048","일반이용업","0","0","0","0","0","0","0","","","","임대","0","0","0","N",
"158","이용업","05_19_01_P","5530000","5760000-203-2005-00006","2005-06-16","","01","영업/정상","01","영업","","","","","031 2232286","33.00","","경기도 화성시 병점구 능동 1040 204호","경기도 화성시 병점구 10용사로 288, 204호 (능동)","","우남이발관","2024-01-05 10:33:40","I","2026-02-04 01:35:23","일반이용업","204357.547334606","410828.572867978","일반이용업","0","0","0","0","0","0","3","","","","임대","0","0","0","N",
"159","이용업","05_19_01_P","5530000","5760000-203-2004-00019","2004-05-13","","01","영업/정상","01","영업","","","","","031 2053342","26.00","","경기도 화성시 병점구 반월동  860 신영통현대아파트","경기도 화성시 병점구 영통로27번길 35, 상가동 (반월동, 신영통현대아파트)","","장수이발관","2025-11-20 13:46:39","I","2026-02-04 01:35:23","일반이용업","205306.943912301","414407.983830622","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"160","이용업","05_19_01_P","5530000","5760000-203-2003-00043","2003-05-13","","03","폐업","02","폐업","2011-09-27","","","","031 2058455","19.00","","경기도 화성시 병점구 반월동  165-17","","","쎄아떼이발","2004-12-24 00:00:00","I","2026-02-04 01:35:23","일반이용업","205510.053418967","414620.154592556","일반이용업","0","0","0","0","0","0","4","","","","","0","0","0","N",
"161","이용업","05_19_01_P","5530000","5760000-203-2003-00044","2003-10-20","","03","폐업","02","폐업","2016-05-09","","","","031 2349768","170.00","","경기도 화성시 병점구 진안동  874-9","경기도 화성시 병점구 효행로 1027 (진안동)","","필리아이용원","2016-05-10 14:58:35","I","2026-02-04 01:35:23","일반이용업","203457.087412889","412384.259233347","일반이용업","0","0","0","0","0","0","9","","","","","0","0","0","N",
"162","이용업","05_19_01_P","5530000","5760000-203-2003-00045","2003-05-02","","01","영업/정상","01","영업","","","","","031 2342982","57.12","","경기도 화성시 병점구 진안동  525-100 지하1층 전체","경기도 화성시 병점구 경기대로 1045, 지하1층 전체 (진안동)","","병점이발관","2025-09-10 13:26:38","I","2026-02-04 01:35:23","일반이용업","202961.763957244","411866.608393255","일반이용업","0","0","0","0","0","0","2","","","","","0","0","0","N",
