"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","목재생산업구분코드명","목재생산업종류명","취급목재제품","인력보유현황","년간생산량","자본금","상태구분명",
"78","원목생산업","09_27_02_P","4920000","492000090202300001","2023-08-18","","01","영업/정상","1","정상","","","","","","","","전라남도 강진군 작천면 이남리 488-1","전라남도 강진군 작천면 효동2길 5","59216","수인산업","2026-02-04 21:42:19","U","2026-02-06 02:40:00","","182240.706858562","133608.879672175","원목생산업","2종","","","5000","10","영업",
"79","원목생산업","09_27_02_P","4920000","492000090201900001","2019-10-16","","01","영업/정상","1","정상","","","","","061-430-5400","","","전라남도 강진군 강진읍 평동리 3-27 강진군 산림조합","전라남도 강진군 강진읍 보은로 102, 강진군 산림조합","59239","강진군산림조합","2026-02-04 21:39:06","U","2026-02-06 02:40:00","","178878.484439373","126419.715403818","원목생산업","1종","원목","","0","0","영업",
"80","원목생산업","09_27_02_P","4820000","482000090202300001","2023-06-30","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 주암면 창촌리 280-1","전라남도 순천시 주암면 동주로 2485","57911","대남원목","2026-02-04 15:27:22","U","2026-02-06 02:40:00","","225137.11195918","173487.264158859","원목생산업","2종","소나무류, 활엽수류, 특수목 등","","5000","10","영업",
"81","원목생산업","09_27_02_P","5210000","521000090202400001","2024-03-27","","01","영업/정상","1","정상","","","","","","","","경상북도 성주군 용암면 대봉리 487","경상북도 성주군 용암면 대송로 92","40049","케이씨바이오칩주식회사성주사업소","2026-02-03 20:41:04","U","2026-02-06 02:40:00","","316499.424599161","260740.496516055","원목생산업","2종","원목","","0","0","영업",
"82","원목생산업","09_27_02_P","4460000","446000090202000004","2020-11-04","","01","영업/정상","1","정상","","","","","0438330337","","","","충청북도 괴산군 괴산읍 읍내로13길 33, 괴산산림조합","28029","***","2026-02-04 10:55:18","U","2026-02-06 02:40:00","","270642.580781059","368027.901430224","원목생산업","1종","원목","","0","0","영업",
"83","원목생산업","09_27_02_P","4460000","446000090201900001","2019-04-01","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 불정면 외령리 630-3","충청북도 괴산군 불정면 외령로4길 8","28000","***","2026-02-04 10:52:33","U","2026-02-06 02:40:00","","272416.70729731","381075.828039561","원목생산업","2종","원목","","0","0","영업",
"84","원목생산업","09_27_02_P","5210000","521000090201900005","2019-09-16","","01","영업/정상","1","정상","","","","","","","","경상북도 성주군 성주읍 성산리 2102-5 성주군산림조합","경상북도 성주군 성주읍 성주읍1길 3, 성주군산림조합","40029","성주군산림조합","2026-02-03 20:39:33","U","2026-02-06 02:40:00","","316295.061513684","269436.321775754","원목생산업","1종","원목","","0","875","영업",
"85","원목생산업","09_27_02_P","5210000","521000090201900003","2019-05-23","","01","영업/정상","1","정상","","","","","","","","경상북도 성주군 용암면 용정리 352-2","경상북도 성주군 용암면 운용로 905-15","40053","㈜엠제이우드","2026-02-03 20:35:49","U","2026-02-06 02:40:00","","320601.429896927","259121.370954499","원목생산업","2종","원목","","0","53","영업",
"86","원목생산업","09_27_02_P","4460000","446000090202000002","2020-07-09","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 청안면 백봉리 21-1","충청북도 괴산군 청안면 질마로 1057","28052","***","2026-02-04 10:54:31","U","2026-02-06 02:40:00","","263233.14625368","359845.561971706","원목생산업","2종","원목","","0","0","영업",
"87","원목생산업","09_27_02_P","5210000","521000090202000002","2020-12-23","","01","영업/정상","1","정상","","","","","","","","경상북도 성주군 수륜면 백운리 1613","경상북도 성주군 수륜면 백운2길 140-7","40063","세진임업","2026-02-03 20:40:12","U","2026-02-06 02:40:00","","303534.284719696","255174.087899432","원목생산업","2종","원목","","0","0","영업",
"88","원목생산업","09_27_02_P","4460000","446000090202300002","2023-03-24","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 괴산읍 제월1길 4","28023","***","2026-02-04 10:57:28","U","2026-02-06 02:40:00","","272993.633148716","368618.969714275","원목생산업","2종","원목","","0","0","영업",
"89","원목생산업","09_27_02_P","4890000","489000090202300003","2023-04-14","","01","영업/정상","1","정상","","","","","","","","전라남도 보성군 문덕면 운곡리 421-4","전라남도 보성군 문덕면 송재로 2512","59400","대설원목","2026-02-03 11:30:16","U","2026-02-06 02:40:00","","216352.3403442","159770.751556476","원목생산업","2종","소나무,잡목(펄프)","","0","0","영업",
"90","원목생산업","09_27_02_P","4460000","446000090202000001","2020-06-17","","01","영업/정상","1","정상","","","","","07048971260","","","","충청북도 괴산군 괴산읍 남산1길 25, 101동 1102호 (동부주공아파트)","28038","***","2026-02-04 10:54:14","U","2026-02-06 02:40:00","","270846.439668755","367391.407192973","원목생산업","2종","원목","","0","0","영업",
"91","원목생산업","09_27_02_P","5420000","542000090202000003","2025-06-23","","01","영업/정상","1","정상","","","","","","","","경상남도 고성군 동해면 내산리 535-1","경상남도 고성군 동해면 조선특구로 1863","52918","***","2026-02-04 13:15:21","U","2026-02-06 02:40:00","","333116.302351867","173201.581332751","원목생산업","2종","편백, 소나무류, 참나무류, 기타 활엽수","","0","0","영업",
"92","원목생산업","09_27_02_P","4460000","446000090202500003","2025-10-02","","01","영업/정상","1","정상","","","","","","","","충청북도 괴산군 불정면 목도리 536","충청북도 괴산군 불정면 목도로 58","28002","***","2026-02-04 11:01:19","U","2026-02-06 02:40:00","","275883.109657584","375104.029455754","원목생산업","2종","원목","","0","0","영업",
"93","원목생산업","09_27_02_P","4460000","446000090202500002","2025-09-22","","01","영업/정상","1","정상","","","","","","","","","충청북도 괴산군 사리면 사리로송오길 22","28045","***","2026-02-04 11:00:23","U","2026-02-06 02:40:00","","258222.725561986","372228.186905957","원목생산업","1종","원목","","0","0","영업",
"94","원목생산업","09_27_02_P","5420000","542000090202500002","2025-06-27","","01","영업/정상","1","정상","","","","","","","","경상남도 고성군 고성읍 죽계리 202-11","경상남도 고성군 고성읍 우산4길 6","52930","주식회사 푸른솔","2026-02-04 13:17:44","U","2026-02-06 02:40:00","","322106.997472966","168146.250998988","원목생산업","2종","편백, 삼나무, 소나무 등","2명","0","300","영업",
"95","원목생산업","09_27_02_P","5110000","511000090202500001","2025-01-31","","01","영업/정상","1","정상","","","","","","","","경상북도 상주시 서곡동 70-1","경상북도 상주시 식산로 119 (서곡동)","37243","***","2026-02-03 15:22:00","U","2026-02-06 02:40:00","","305896.420027865","323549.361358229","원목생산업","2종","원목","원목생산산업과정 이수(강형수)","0","10","영업",
"96","원목생산업","09_27_02_P","4850000","485000090202400006","2024-12-10","","01","영업/정상","1","정상","","","","","070-7864-1025","","","전라남도 담양군 창평면 창평리 189","전라남도 담양군 창평면 시동길 14","57389","유한회사 초록산림","2026-02-03 14:01:46","U","2026-02-06 02:40:00","","201308.420452212","193081.795037705","원목생산업","1종","일반제재용","","30000","150","영업",
"97","원목생산업","09_27_02_P","4820000","482000090202400001","2024-11-21","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 인제동 370-2","전라남도 순천시 장평6길 17, 101호 (인제동)","57959","주식회사 산청임업","2026-02-04 15:30:22","U","2026-02-06 02:40:00","","244933.392415098","160883.311173027","원목생산업","2종","","","0","10","영업",
"98","원목생산업","09_27_02_P","4820000","482000090202600006","2026-02-05","","01","영업/정상","BBBB","","","","","","","","","전라남도 순천시 인제동 370-2","전라남도 순천시 장평6길 17, 101호 (인제동)","57959","상록수국유림영림단사회적협동조합","2026-02-05 10:19:37","I","2026-02-07 00:20:02","","244933.392415098","160883.311173027","원목생산업","2종","","","0","0","",
"99","원목생산업","09_27_02_P","4820000","482000090202600004","2026-02-05","","01","영업/정상","1","정상","","","","","","","","","전라남도 순천시 송광면 쌍향수길 1571","540-933","늘푸른조경","2026-02-05 10:13:23","I","2026-02-07 00:20:02","","222402.023346062","165089.795213953","원목생산업","2종","","","0","0","영업",
"100","원목생산업","09_27_02_P","4820000","482000090202600008","2026-02-05","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 서면 동산리 870-2 상가","전라남도 순천시 서면 임촌동길 88, 상가 2층","57906","순천향림국유림영림단 사회적협동조합","2026-02-05 10:44:38","I","2026-02-07 00:20:02","","244472.854742579","166388.313299374","원목생산업","2종","","3","0","10","영업",
"101","원목생산업","09_27_02_P","4820000","482000090202600005","2026-02-05","","01","영업/정상","1","정상","","","","","","","","","전라남도 순천시 황전면 미초길 10","540-822","미초원목","2026-02-05 10:15:37","I","2026-02-07 00:20:02","","245591.458021668","178656.354946692","원목생산업","2종","","","0","0","영업",
"102","원목생산업","09_27_02_P","4820000","482000090202600009","2026-02-05","","01","영업/정상","1","정상","","","","","","","","전라남도 순천시 승주읍 서평리 390-5","전라남도 순천시 승주읍 승주로 717","57908","수림임업","2026-02-05 10:53:37","I","2026-02-07 00:20:02","","235363.19682577","168421.447481836","원목생산업","2종","침엽수","2","0","10","영업",
"103","원목생산업","09_27_02_P","4820000","482000090202600007","2026-02-05","","01","영업/정상","1","정상","","","","","","","","","전라남도 순천시 대석길 35 (연향동, 순천시 산림조합)","57986","순천시산림조합","2026-02-05 10:37:12","I","2026-02-07 00:20:02","","247974.324937798","160927.332140907","원목생산업","1종","원목","7","9000","13849","영업",
"104","원목생산업","09_27_02_P","4600000","460000090202600001","2026-02-03","","01","영업/정상","1","정상","","","","","","","","충청남도 홍성군 홍북읍 신경리 897 국제아르페온2차","충청남도 홍성군 홍북읍 충남대로 50, 국제아르페온2차 -동 -층 208-22호","32263","운산임업","2026-02-05 15:51:11","I","2026-02-07 00:20:02","","170996.859123806","350567.652985686","원목생산업","2종","원목","산림경영기술자기능1급","5000","31","영업",
"105","원목생산업","09_27_02_P","5150000","515000090202600002","2026-02-05","","01","영업/정상","1","정상","","","","","","","","","경상북도 의성군 봉양면 도리원1길 80, 2층","37362","***","2026-02-05 22:33:16","I","2026-02-07 00:20:02","","342047.791097837","312219.259102606","원목생산업","2종","","","0","10","영업",
"106","원목생산업","09_27_02_P","5060000","506000090201800003","2018-07-03","","01","영업/정상","1","정상","","","","","054-431-3733","","","","경상북도 김천시 시청2길 49(신음동)","39532","***","2026-02-05 14:48:02","U","2026-02-07 02:40:00","","300190.158082436","293648.59780461","원목생산업","1종","입목벌채(원목)","2","0","50","영업",
"107","원목생산업","09_27_02_P","5060000","506000090201600005","2016-12-27","","01","영업/정상","1","정상","","","","","","","","","경상남도 창원시 의창구 대산면 유등로 377","51122","대보임업 김상겸","2026-02-05 14:46:40","U","2026-02-07 02:40:00","","358500.891316764","206366.209494755","원목생산업","1종","입목벌채(원목)","","1000","50","영업",
"108","원목생산업","09_27_02_P","5060000","506000090201500002","2015-04-21","","01","영업/정상","1","정상","","","","","","","","경상북도 김천시 대덕면 대리 27-8","","740-953","***","2026-02-05 14:37:32","U","2026-02-07 02:40:00","","","","원목생산업","2종","입목벌채(원목)","","0","0","영업",
"109","원목생산업","09_27_02_P","5060000","506000090201700003","2017-08-23","","01","영업/정상","1","정상","","","","","","","","","경상북도 김천시 봉산면 인의1길 29-14","39563","***","2026-02-05 14:39:10","U","2026-02-07 02:40:00","","295527.114601324","295024.000670637","원목생산업","2종","입목벌채(원목)","1","0","10","영업",
"110","원목생산업","09_27_02_P","5060000","506000090201800001","2018-01-17","","01","영업/정상","1","정상","","","","","","","","","경상북도 김천시 어모면 어모로 522","39503","***","2026-02-05 14:39:32","U","2026-02-07 02:40:00","","299631.88166959","300257.172678319","원목생산업","2종","입목벌채(원목)","3","0","10","영업",
"111","원목생산업","09_27_02_P","5060000","506000090201800002","2018-01-18","","01","영업/정상","1","정상","","","","","","","","경상북도 김천시 어모면 은기리 437-2","경상북도 김천시 어모면 은기길 425","39503","난함산청정표고버섯","2026-02-05 14:40:03","U","2026-02-07 02:40:00","","297771.039296919","300085.010221067","원목생산업","2종","입목벌채(원목)","2","0","10","영업",
"112","원목생산업","09_27_02_P","5060000","506000090201600001","2016-01-19","","01","영업/정상","1","정상","","","","","","","","","경상북도 김천시 대항면 운수2길 71-20","39566","***","2026-02-05 14:36:36","U","2026-02-07 02:40:00","","290490.311496699","289732.662864295","원목생산업","2종","입목벌채(원목)","","0","10","영업",
"113","원목생산업","09_27_02_P","5060000","506000090202400002","2024-08-29","","01","영업/정상","1","정상","","","","","","","","","경상북도 칠곡군 북삼읍 경호천서길 18","39805","***","2026-02-05 14:52:19","U","2026-02-07 02:40:00","","320984.281698507","284072.452928835","원목생산업","2종","입목벌채(원목)","박정구(원목생산업과정)","0","11","영업",
"114","원목생산업","09_27_02_P","5060000","506000090202400001","2024-08-29","","01","영업/정상","1","정상","","","","","","","","","경상북도 칠곡군 북삼읍 안산2길 32-3 (행복의집)","39809","***","2026-02-05 14:57:05","U","2026-02-07 02:40:00","","320325.752795076","285850.749080642","원목생산업","2종","입목벌채(원목)","고태한(원목생산업과정수료)","0","10","영업",
"115","원목생산업","09_27_02_P","4920000","492000090201700001","2017-09-19","","01","영업/정상","1","정상","","","","","","","","","전라남도 강진군 군동면 호동길 33","","원동우","2026-02-05 09:59:06","U","2026-02-07 02:40:00","","180406.29192023","127738.114058706","원목생산업","2종","원목","1","0","10","영업",
"116","원목생산업","09_27_02_P","5370000","537000090201900001","2019-09-10","","01","영업/정상","1","정상","","","","","","","","경상남도 거제시 하청면 유계리 1391","경상남도 거제시 하청면 유계5길 14","53205","(주)덕원조경건설","2026-02-05 15:51:57","U","2026-02-07 02:40:00","","348913.044208416","162218.93625484","원목생산업","1종","멀바우, 마사란두바, 셀렝강바투","","0","0","영업",
"117","원목생산업","09_27_02_P","4281000","428100090201300005","2013-10-30","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 평창읍 제방길 67-8","232-809","육성임업","2026-02-05 15:28:16","U","2026-02-07 02:40:00","","322571.326151257","429781.223590566","원목생산업","2종","","임목생산업 수료","0","10","영업",
"118","원목생산업","09_27_02_P","4281000","428100090201300006","2013-10-30","","01","영업/정상","1","정상","","","","","033-335-5979","","","강원특별자치도 평창군 진부면 송정리 2537 석미아파트 101동 902호","강원특별자치도 평창군 진부면 송정택지1길 35","232-947","영진임업벌채","2026-02-05 15:25:20","U","2026-02-07 02:40:00","","337930.997150615","460597.349413005","원목생산업","2종","원목","임목생산업 기본교육 수료","0","10","영업",
"119","원목생산업","09_27_02_P","4281000","428100090201300007","2013-10-30","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 평창군 진부면 진부시장뒷길 53, B동 201호 (델타하임)","25325","진부임업","2026-02-05 15:23:09","U","2026-02-07 02:40:00","","337476.647620234","460686.726153622","원목생산업","2종","원목","산림경영기능 1급","0","10","영업",
"120","원목생산업","09_27_02_P","4281000","428100090201400002","2014-10-20","","01","영업/정상","1","정상","","","","","033-335-7573","","","","강원특별자치도 평창군 진부면 오대천로 1977-6","","대복임업사","2026-02-05 14:57:37","U","2026-02-07 02:40:00","","337017.007322081","459870.618209335","원목생산업","2종","원목","","0","0","영업",
"121","원목생산업","09_27_02_P","5370000","537000090202100002","2021-09-10","","01","영업/정상","1","정상","","","","","","","","경상남도 거제시 사등면 사곡리 415-1","경상남도 거제시 사등면 두동로 235","53278","경남테크(주)","2026-02-05 16:40:57","U","2026-02-07 02:40:00","","343686.558976947","154936.450467573","원목생산업","2종","원목, 재선충병목처리","","0","0","영업",
"122","원목생산업","09_27_02_P","4281000","428100090201300008","2013-10-30","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 평창군 진부면 하진부리 148-47","강원특별자치도 평창군 진부면 청송로 81-23","232-948","목인","2026-02-05 15:19:19","U","2026-02-07 02:40:00","","337240.526576058","460571.591180494","원목생산업","2종","원목","산림경영 기능2급","0","10","영업",
"123","원목생산업","09_27_02_P","4281000","428100090201300010","2013-11-13","","01","영업/정상","1","정상","","","","","033-335-8098","","","","강원특별자치도 평창군 진부면 석두로 15-8, 가동 201호 (영화연립)","232-948","현철임업","2026-02-05 15:38:10","U","2026-02-07 02:40:00","","337255.937300447","460440.477074754","원목생산업","2종","원목","임목생산업 교육 수료","0","10","영업",
"124","원목생산업","09_27_02_P","5060000","506000090201900003","2019-10-08","","01","영업/정상","1","정상","","","","","","","","","경상북도 김천시 신음새동네1길 28 (신음동)","39544","***","2026-02-05 14:47:03","U","2026-02-07 02:40:00","","300831.46898315","293228.750014631","원목생산업","2종","입목벌채(원목)","","0","13","영업",
"125","원목생산업","09_27_02_P","4281000","428100090201300012","2013-11-13","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 평창군 방림면 평창대로 264-5","232-813","대성임업","2026-02-05 15:34:26","U","2026-02-07 02:40:00","","327087.062019156","439322.407935451","원목생산업","2종","원목","임목생산업 수료","0","10","폐업",
"126","원목생산업","09_27_02_P","4920000","492000090202100002","2021-08-19","","02","휴업","2","휴업","","","","","","","","전라남도 강진군 강진읍 동성리 241-15","전라남도 강진군 강진읍 중앙로 171-2","59225","한빛중기","2026-02-05 09:55:47","U","2026-02-07 02:40:00","","179290.219438954","127045.375585878","원목생산업","2종","원목","1","5000","12498","휴업",
"127","원목생산업","09_27_02_P","4281000","428100090201300018","2013-12-04","","03","폐업","3","폐업","","","","","","","","강원특별자치도 평창군 진부면 하진부리 299-1","강원특별자치도 평창군 진부면 오대천로 1977-6","","대복임업사","2026-02-05 15:03:10","U","2026-02-07 02:40:00","","337017.007322081","459870.618209335","원목생산업","2종","","","0","30","폐업",
"128","원목생산업","09_27_02_P","4281000","428100090201300026","2013-12-09","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 평창군 봉평면 태기로 40","232-923","대자연산림영농조합법인","2026-02-05 14:50:41","U","2026-02-07 02:40:00","","316411.895286076","455215.976898481","원목생산업","2종","","","0","10","폐업",
"129","원목생산업","09_27_02_P","4281000","428100090201300003","2013-10-02","","03","폐업","3","폐업","","","","","033-334-1854","","","","강원특별자치도 평창군 평창읍 종부로 86, 나동 402층","232-809","목산임업","2026-02-05 14:30:08","U","2026-02-07 02:40:00","","322942.510170159","429405.494341536","원목생산업","2종","원목","임목생산업 교육 수료","0","10","폐업",
"130","원목생산업","09_27_02_P","5370000","537000090202100001","2021-03-08","","01","영업/정상","1","정상","","","","","0556382860","","","경상남도 거제시 연초면 연사리 234-10","경상남도 거제시 연초면 연사4길 12","53209","주식회사 산사랑","2026-02-05 16:43:31","U","2026-02-07 02:40:00","","350336.740172157","158023.510309406","원목생산업","1종","목재펠릿","","0","0","영업",
"131","원목생산업","09_27_02_P","5060000","506000090202100002","2021-11-08","","01","영업/정상","1","정상","","","","","","","","","경상북도 김천시 개령면 개령로 112","39514","***","2026-02-05 14:47:24","U","2026-02-07 02:40:00","","307442.057952144","299188.586137475","원목생산업","2종","입목벌채(원목)","원목생산자 교육 이수","0","10","영업",
"132","원목생산업","09_27_02_P","5060000","506000090201900002","2019-09-17","","01","영업/정상","1","정상","","","","","","","","","경상북도 김천시 영남대로 2059 (덕곡동)","39646","***","2026-02-05 14:54:01","U","2026-02-07 02:40:00","","303799.431821924","291288.21706862","원목생산업","1종","입목벌채(원목)","","0","4481","영업",
"133","원목생산업","09_27_02_P","4211000","421100090201300001","2013-08-30","","02","휴업","2","휴업","","","","","","","","","강원특별자치도 동해시 해안로 635-5 (발한동, 동해발한석미모닝파크)","25713","***","2026-02-05 15:55:40","U","2026-02-07 02:40:00","","385676.751113177","452577.013406067","원목생산업","2종","원목","","0","0","휴업",
"134","원목생산업","09_27_02_P","4211000","421100090201400001","2014-03-13","","03","폐업","3","폐업","","","","","","","","","강원특별자치도 동해시 청운1길 29, 4동 10층 1001호 (동회동)","","장재신","2026-02-05 17:02:42","U","2026-02-07 02:40:00","","386177.814049483","444870.370953969","원목생산업","2종","원목","","0","10","폐업",
"135","원목생산업","09_27_02_P","4211000","421100090201900001","2019-07-05","","01","영업/정상","1","정상","","","","","","","","","강원특별자치도 동해시 청운1길 30, 102동 401호 (쇄운동, 부영아파트)","25809","***","2026-02-05 17:45:33","U","2026-02-07 02:40:00","","386313.987713422","444653.383877718","원목생산업","2종","원목","","0","0","영업",
"136","원목생산업","09_27_02_P","4281000","428100090201300002","2013-10-02","","03","폐업","3","폐업","","","","","033-335-7531","","","강원특별자치도 평창군 진부면 하진부리 105-10 201호","강원특별자치도 평창군 진부면 청송로 111","232-949","만월상사","2026-02-05 15:08:49","U","2026-02-07 02:40:00","","337535.15009131","460486.407933118","원목생산업","2종","원목","임목생산업 기본교육 수료","0","11","폐업",
"137","원목생산업","09_27_02_P","5060000","506000090202000001","2020-10-19","","01","영업/정상","1","정상","","","","","","","","경상북도 김천시 율곡동 812 김천 코아루 파크드림 시티 507호","경상북도 김천시 혁신1로 58, 김천 코아루 파크드림 시티 (율곡동)","39660","제이케이우드","2026-02-05 14:55:26","U","2026-02-07 02:40:00","","306221.211806435","291093.661676739","원목생산업","2종","입목벌채(원목)","","0","10","영업",
"138","원목생산업","09_27_02_P","5360000","536000090202500002","2025-03-07","","01","영업/정상","1","정상","","","","","","","","경상남도 밀양시 부북면 춘화리 419-1","경상남도 밀양시 부북면 춘화로 348","50402","(주)케이포레스트리","2026-02-05 14:32:37","U","2026-02-07 02:40:00","","356632.940084252","226565.460967895","원목생산업","2종","원목 생산","박성희","5000","10","영업",
"139","원목생산업","09_27_02_P","3460000","346000090201400003","2014-12-18","","03","폐업","3","폐업","","","","","0537848623","","","","대구광역시 수성구 충의로6길 16(만촌동)","42052","***","2026-02-06 18:02:05","U","2026-02-08 02:40:00","","348642.373113762","264100.22384079","원목생산업","2종","","","0","0","폐업",
"140","원목생산업","09_27_02_P","4160000","416000090202300003","2023-12-11","","03","폐업","3","폐업","","","","","","","","경기도 가평군 설악면 엄소리 80-1","경기도 가평군 설악면 묵안로 219-15, 101호","12470","***","2026-02-06 16:58:08","U","2026-02-08 02:40:00","","244092.158584851","460698.139195132","원목생산업","1종","소나무류, 활엽수류","","0","0","폐업",
"141","원목생산업","09_27_02_P","4160000","416000090202300005","2023-12-11","","01","영업/정상","1","정상","","","","","","","","경기도 가평군 가평읍 읍내리 95","경기도 가평군 가평읍 잎너비길 17-74","12411","***","2026-02-06 17:10:08","U","2026-02-08 02:40:00","","244777.782335992","483169.085116235","원목생산업","2종","국산목재, 펄프목","","0","0","영업",
"142","원목생산업","09_27_02_P","4160000","416000090202300006","2023-12-11","","01","영업/정상","1","정상","","","","","","","","경기도 가평군 가평읍 대곡리 402-1 가평선힐아파트","경기도 가평군 가평읍 문화로 63, 102동 602호 (가평선힐아파트)","12416","***","2026-02-06 17:13:28","U","2026-02-08 02:40:00","","244863.2919226","479689.491314225","원목생산업","2종","원목, 펄프목","","0","0","영업",
"143","원목생산업","09_27_02_P","4160000","416000090202300007","2023-12-11","","01","영업/정상","1","정상","","","","","","","","경기도 가평군 가평읍 대곡리 402-1 가평선힐아파트","경기도 가평군 가평읍 문화로 63, 102동 602호 (가평선힐아파트)","12416","***","2026-02-06 17:14:54","U","2026-02-08 02:40:00","","244863.2919226","479689.491314225","원목생산업","2종","원목, 펄프목","","0","0","영업",
"144","원목생산업","09_27_02_P","4160000","416000090202300004","2023-12-11","","01","영업/정상","1","정상","","","","","","","","경기도 가평군 가평읍 대곡리 402-1 가평선힐아파트","경기도 가평군 가평읍 문화로 63, 102동 602호 (가평선힐아파트)","12416","***","2026-02-06 17:05:59","U","2026-02-08 02:40:00","","244863.2919226","479689.491314225","원목생산업","2종","원목, 펄프목","","0","0","영업",
"145","원목생산업","09_27_02_P","4641000","464100090202600002","2026-02-04","","01","영업/정상","1","정상","","","","","","","","전북특별자치도 전주시 완산구 효자동2가 1383 전주효천 대방노블랜드 에코파크","전북특별자치도 전주시 완산구 효천중앙로 20, 106동 2층 202호 (효자동2가, 전주효천 대방노블랜드 에코파크)","55152","(유)금일임업","2026-02-06 13:36:25","U","2026-02-08 02:40:00","","209365.128227484","255274.910171811","원목생산업","1종","","","0","0","영업",
"146","원목생산업","09_27_02_P","3630000","363000090201800001","2018-06-11","","01","영업/정상","1","정상","","","","","0629559403","","","광주광역시 광산구 월계동 769-4 303호","광주광역시 광산구 첨단내촌로70번길 55, 303호 (월계동)","62266","해남원목","2026-02-06 09:38:30","U","2026-02-08 02:40:00","","185287.077051209","190472.249013908","원목생산업","2종","소나무, 기타활엽수","교육이수자 1명","0","10000000","영업",
"147","원목생산업","09_27_02_P","4160000","416000090202400003","2025-07-07","","01","영업/정상","1","정상","","","","","","","","경기도 가평군 가평읍 읍내리 460","경기도 가평군 가평읍 연인2길 12, 순영빌라 207호","12418","***","2026-02-06 17:18:36","U","2026-02-08 02:40:00","","245022.798082033","480967.478779119","원목생산업","2종","원목, 펄프재","1명","0","10","영업",
"148","원목생산업","09_27_02_P","3460000","346000090201300002","2013-11-23","","03","폐업","3","폐업","","","","","053-782-4381","","","","대구광역시 수성구 범안로4길 62 (범물동)","42244","***","2026-02-07 18:19:22","U","2026-02-09 02:40:00","","348215.503416633","258409.877847938","원목생산업","1종","","산림경영기술자 기능 2급 1명","29000","50","폐업",
"149","원목생산업","09_27_02_P","5700000","570000090202400003","2024-08-27","","01","영업/정상","1","정상","","","","","","","","경기도 여주시 대신면 계림리 345-2","경기도 여주시 대신면 대신2로 407","12609","가람임업(김명순)","2026-02-08 17:13:13","U","2026-02-10 02:40:00","","252312.438450227","434336.479509379","원목생산업","2종","벌채","김명순","5000","10","영업",
"150","원목생산업","09_27_02_P","5700000","570000090202000004","2020-12-11","","01","영업/정상","1","정상","","","","","","","","경기도 여주시 대신면 계림리 345-2","경기도 여주시 대신면 대신2로 407","12609","여주임업(이원구)","2026-02-08 16:43:57","U","2026-02-10 02:40:00","","252312.438450227","434336.479509379","원목생산업","2종","원목","1","0","0","영업",
"151","원목생산업","09_27_02_P","5700000","570000090202200001","2022-02-22","","01","영업/정상","1","정상","","","","","","","","경기도 여주시 연양동 380-14","경기도 여주시 연양길 159-20 (연양동)","12634","송림임업(정신수)","2026-02-08 16:56:16","U","2026-02-10 02:40:00","","258742.578147058","421034.303989137","원목생산업","2종","잡목 등","산림기능사 1급","0","10","영업",
"152","원목생산업","09_27_02_P","5310000","531000090202400001","2024-12-11","","01","영업/정상","1","정상","","","","","055-755-7474","","","경상남도 진주시 상대동 288-11","경상남도 진주시 솔밭로 141, 2층 (상대동)","52788","주식회사 서평임산","2026-02-08 17:45:03","U","2026-02-10 02:40:00","","300727.054393613","187512.202831313","원목생산업","1종","활엽수, 소나무","산림경영기술자 기술초급 2인","5000","93","영업",
"153","원목생산업","09_27_02_P","4910000","491000090202600001","2026-02-09","","01","영업/정상","1","정상","","","","","","","","","전라남도 장흥군 용산면 두암신풍길 15","59343","***","2026-02-09 13:54:50","I","2026-02-11 00:20:41","","198383.358872565","124514.963767269","원목생산업","2종","원목","1","5000","10","영업",
"154","원목생산업","09_27_02_P","5250000","525000090202600002","2026-02-09","","01","영업/정상","1","정상","","","","","","","","경상북도 울진군 기성면 봉산리 388-1 봉산산업","경상북도 울진군 기성면 구산봉산로 445-12, 봉산산업","36353","㈜에스엠디","2026-02-09 17:46:32","I","2026-02-11 00:20:41","","419805.260959316","367592.421012019","원목생산업","1종","","","0","0","영업",
"155","원목생산업","09_27_02_P","5250000","525000090202600001","2026-02-09","","01","영업/정상","1","정상","","","","","054-782-7335","","","경상북도 울진군 매화면 매화리 165-1 동네방네식당","경상북도 울진군 매화면 매화1길 68, 동네방네식당","36339","***","2026-02-09 12:55:25","I","2026-02-11 00:20:41","","412248.745946774","381556.07226965","원목생산업","2종","","1명","0","10","영업",
